,Customer Name,Review Title,Rating,Reviews
685,Lalita Dwivedy,Why there is no stability in the slow motion camera,1.0 out of 5 stars,"  WTF m really disappointed with the camera quality,why there is no stability in the slow motion camera.. constant fluctuation is seen"
686,Nimesh Bhattacharya,Best phone in 2021,5.0 out of 5 stars,  The phone is amazing huge and if you talk about performance its fantastic also the keypad for typing makes u feel like a coder also the 65w fast charge is amazing within 20 min gives u full charge 😁 people should buy this phone
687,ishan,Overall Best Package,4.0 out of 5 stars,"  Everything from speaker to display is good.Camera click Excelent photo in outside.However,perform above average in artificial lightning.front camera could be better.*Games are soo smooth to play."
688,Ratnesh Mishra,Value for money,5.0 out of 5 stars,"  Value of money, charging speed is too fast 100% charged in 25-30 Minutes. Camera, speed, battery life is too good"
689,Castall Techno;ogies,Good to go,5.0 out of 5 stars,  It's really good. Although camera isn't satisfactory other all are really good.
690,Amazon Customer,Not a 40k but more like a 30-35k phone by OnePlus' standard.,4.0 out of 5 stars,  The fingerprint reader is absolutely on the mark and works just the way it should.The camera quality is brilliant.The battery life is not at all disappointing but I'd expect overall about an hour more of time on it.
691,Jeevan rai,Good,5.0 out of 5 stars,  Everything is perfect except slightly heat problem...
692,Sushmitha,Good except for heat issue,4.0 out of 5 stars,"  I have been using this model for a month now and experience is pretty good actually except for the heating issue. In the beginning, phone used to get too heated up but gradually decreased. Battery life could have been better."
693,Yogesh,Decent phone,4.0 out of 5 stars,  Decent phone! First I observed heating issue while charging and after update it seems issue is resolved and now I am not facing any heating issue. Sometimes camera and gallery switching is getting lagged.
694,Amazon Customer,Good package in given price,4.0 out of 5 stars,"  best package in price. screen is super awsm. camera is cool. no lags, battery backup is almost 6 hrs if run continuosly"
695,ABHIJEET MOHANTY,Wrost product - OnePlus 9R,2.0 out of 5 stars,"  Donot ever go for any of the OnePlus 9 series devices ,so many issues are there.After android 11 OnePlus is not like old OnePlus now it's changed & full of bug loaded , every time need to clear cache only & reset only."
696,nitin narang,Not satisfied with One Plus 9R performance,2.0 out of 5 stars,  Product performance issue. Never had this issue earlier with One plus previous versions. Feeling disappointed but Amazon is helping for refund.
697,Saikishore Ranga,Good mobile from oneplus,4.0 out of 5 stars,"  Your browser does not support HTML5 video.


   Oneplus 9r.. good phone with great features. battery back is good. Sound quality is okay. Camera is fine. Performance is good. Overall it's a good mobile from Oneplus."
698,Jins Joseph,Worth it!,5.0 out of 5 stars,"  I'm a first time oneplus user and I've to say the phone is good. Good camera, 120hz refresh rate, decent camera and battery. Its worth the price.But it has little heating issue when charging and maybe also during online call."
699,venkat,"Battery life, performance and camera",5.0 out of 5 stars,  Camera quality not like from one plus!
700,Sekar Krishnan,Heating Issue,2.0 out of 5 stars,  I am experiencing heating issue unusually with a small screen time! May be not preferable for Gaming purpose. Hopefully OnePlus will solve it quickly with updates! Previously I used OnePlus 6 and it was awesome.
701,Amazon Customer,Average product,3.0 out of 5 stars,  At this price range....not worth to moneyCamera lover should not go to buy this mobile .. UI and display is awesome
702,santharam,One plus 9R,5.0 out of 5 stars,"  Snap dragon 870 fast processing , Camera good , oxygen OS is excellent  ,No heating issue don't worry ,,"
703,PRADEEP,Worth of each penny,5.0 out of 5 stars,  The OnePlus brand keeps its promise as always. One more good phone added to the list.
704,Elango V S,ALL ROUNDER,5.0 out of 5 stars,  Camera could have been better at this price range
705,Achyuth Reddy ,Display was very good and charging time was very fast,4.0 out of 5 stars,  Awesome mobile
706,SIDDARTH G S,Decent Phone,4.0 out of 5 stars,"  My first time buying a OnePlus phone and I really like the finish of the one. Camera is excellent, Android 11 is very smooth to use, functions are fast.Just my first day of usage so hard to be critical of it."
707,meenal garg,Amazing phone,5.0 out of 5 stars,"  It's a very nice phone which has a good battery life, amazing camera quality. Writing the review after 2 months of buying the phone. I haven't faced any such issue with this phone."
708,P,Battery issue,1.0 out of 5 stars,  As they have claimed it doesnt get charged within 15minsIt takes 30+minsAnd the phone gets heat when plugged in.
709,vishal gabani,Company defect accesorie and not change the accesory,1.0 out of 5 stars,  Am purchase this product but one plus mobile service center is not provide good service so pllzzzz don't buy this product bcs faulty accesory and not change company accesorie so don't waste ur money purchase this product
710,Chirag Jadav ,Buy or not🚫,4.0 out of 5 stars,  Nyc Phone but normal' heating issue are there.And gamming experience is also osm.Battery back up is decent 13 to 14 hours for normal usage. And for gamming 6 to 6.30 hours on max satting.
711,durga p.,Doesn't meet the expectation.,2.0 out of 5 stars,"  Overheating during chargeing, during video call. Doesn't excepted this from a brand like oneplus."
712,Ishan Pansare,Wonderful,5.0 out of 5 stars,  Product is nice and we like it
713,Abhishek Kashyap,Display is very smooth and stunning...😘😘,5.0 out of 5 stars,"  Your browser does not support HTML5 video.


   Pure flagship killer performance included in the one plus muscle of 9r. warp charge 65 no one can resist. so addicted to it."
714,Newsreader,One can rely on this phone for most of the works we generally perform with a Smartphone.,5.0 out of 5 stars,"  This flagship phone from one plus is really a very good one.Though the camera is not as good as one plus nine,but for me it is good.The Oxygen OS is wonderful as before."
715,Rex,Great choice,5.0 out of 5 stars,  Nice display and premium feel performance too good but camera could me more better
716,Venkatesh,"Camera , dislay worst worst",1.0 out of 5 stars,"  Camera quality is not good , and also display is not amoled , its basic quality worst , 44000 rs mobile not equal to 12000 rs mobile , why that invest too mich money think you guys. Im going to add case to this mobile"
717,zaiban,Heat Issue,4.0 out of 5 stars,  Yes it's a little bit overheat and I hope update will fixed it .... Or else (GYE  40000 RS PANI ME)😐
718,aditya,Best mobile in this range,5.0 out of 5 stars,"  Using from last 2 months, camera is really good, smooth user experience and battery life is really good plus fast charging, in 30 mins full charge happen with warp charging. Best mobile in this price range"
719,DINESH.M.V.,Best budget phone at 40K,5.0 out of 5 stars,  Got the product before the anticipated date. Came safe without any deterioration and best phone at 40K.  Just go for it.
720,vijay kumar dwivedi,Good,5.0 out of 5 stars,  I purchased one plus mobile 1st timeReally good experience
721,Prasanna Kumar,Dont expect more!!!,3.0 out of 5 stars,"  Performance wise ultimateScreen is Lit!!!Cam too good!Lot of Heating issues, full charge(0-100%) takes upto 45minsAverage Battery life- approx 5:30 hour of screen on time"
722,Karthik,Good,4.0 out of 5 stars,  Best if priced at a lower price. Rs.33999 would have been a great deal.
723,Umesh k.,Heating issue,4.0 out of 5 stars,  Touch is fabulous but phone is heatup when we charging or WiFi or net. battery is charging fast no doubt but it drains well too fast. Heating is issue in this phone..
724,THARINI N,Worth buying!!!,5.0 out of 5 stars,"  Compared to all 9 series in oneplus, 9R is best to buy for the rate. Phone is too good. Ultimate fast charging is the one of the best feature. Camera clarity is super. Speakers are highly effective. Just go for it."
725,saurabh srivastava,Not so good,3.0 out of 5 stars,"  I ordered one plus 9r the camera quality is not as per one plus 7 , average features not upto the mark , previously used one plus 7t pro if 7t pro is 100% and one plus 9r is 75% , didn't like it not worth for money"
